status,recordId,name,country,city,strSubmarket,existingDealality,proposedDealality,confidence,reason
unmapped,recBY6pWoJPO5SYYp,Comfort Suites Sao Jose Do Rio Preto,Brazil,Sao Jose do Rio Preto,São Paulo State Regional,,,No Match,no_corridor_match
mappable,recBaQzP4Pu3BI0CO,Mayaguez Plaza Hotel BW Signature Collection,Puerto Rico,Mayaguez,Puerto Rico Regional,,West Coast / University & Surf,High,name_keyword_west_coast
mappable,recBeFjNT8qr20WjE,Best Western Jaco Beach All Inclusive Resort,Costa Rica,Jaco,Costa Rica Regional,,Jacó / Herradura,Medium,name_keyword_jaco
unmapped,recBfjXXiSUzqltjE,Rancho La Puerta,Mexico,Tecate,Baja California Regional,,,No Match,no_corridor_match
unmapped,recBkdTCsFXlzUO2l,Cyan Wenelen Vaca Muerta,Argentina,Neuquen,Patagonia Regional,,,No Match,no_corridor_match
unmapped,recBrSUqvErZOI0h6,ibis Styles Ribeirao Preto Maurilio Biagi Hotel,Brazil,Ribeirao Preto,São Paulo State Regional,,,No Match,no_corridor_match
mappable,recBvhJYmh4TuBS7Z,Hard Rock Hotel & Casino Punta Cana,Dominican Republic,Macao,Dominican Republic Regional,,Punta Cana / Bávaro / Cap Cana,High,name_keyword_punta_cana
unmapped,recC8IRasSNRFrHBP,ibis Marilia,Brazil,Marilia,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,recC8PvUKDQKLt7px,ibis budget Sorocaba,Brazil,Sorocaba,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,recCDyotMseMFxF9z,Wyndham Gramado Termas Resort & Spa,Brazil,Gramado,Brazil South Regional,,,No Match,no_corridor_match
unmapped,recCFsGKvNNyJ5owO,ibis Campo Grande,Brazil,Campo Grande,Brazil Central & West Regional,,,No Match,no_corridor_match
unmapped,recCPqjX6lnxSoK19,ibis Styles Belem Nazare,Brazil,Belem,Brazil North Regional,,,No Match,no_corridor_match
unmapped,recCVguJMAggjUdC4,Matiz Niteroi Design Hotel,Brazil,Niteroi,Rio de Janeiro State Regional,,,No Match,no_corridor_match
unmapped,recCZqZoIfrf7MKAZ,Quality Hotel Aracaju,Brazil,Aracaju,Brazil Northeast Regional,,,No Match,no_corridor_match
unmapped,recCa9ywdIP0ZAVfc,ibis Catalao,Brazil,Catalao,Brazil Central & West Regional,,,No Match,no_corridor_match
unmapped,recCctT3fvIsx0Hzt,City Express by Marriott Tapachula,Mexico,Tapachula,Oaxaca/Chiapas Regional,,,No Match,no_corridor_match
unmapped,recCdbhX9YK5Lfo6g,Comfort Inn Delicias,Mexico,Ciudad Delicias,Mexico Central North Regional,,,No Match,no_corridor_match
unmapped,recCdyFlMkq1B3VLq,Wyndham Costa Del Sol Trujillo,Peru,Trujillo,Peru Regional,,,No Match,no_corridor_match
unmapped,recCflh6lOh4sGJbc,Casa Andina Premium Piura,Peru,Piura,Peru Regional,,,No Match,no_corridor_match
unmapped,recCg3NMTrKJ63g9E,City Express by Marriott Matamoros,Mexico,Matamoros,Tamaulipas Regional,,,No Match,no_corridor_match
unmapped,recCivuXm9wvVpcK2,Bristol Infinity Hotel,Brazil,Rio Claro,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,recCixLrjdKIjh7HT,Vila Gale Eco Resort De Angra,Brazil,Angra Dos Reis,Rio de Janeiro State Regional,,,No Match,no_corridor_match
unmapped,recCjBpR4WNoV6RYl,City Express by Marriott Ciudad Victoria,Mexico,Ciudad Victoria,Tamaulipas Regional,,,No Match,no_corridor_match
unmapped,recCkD5Rhe0FZ3CFh,ibis budget Leme,Brazil,Leme,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,recCmz9pEceIh38Ok,City Express by Marriott Chetumal,Mexico,Chetumal,Mexican Caribbean Regional,,,No Match,no_corridor_match
unmapped,recCnxSxwnYkw6EPi,OYO Real Palace Hotel,Brazil,Teresina,Brazil Northeast Regional,,,No Match,no_corridor_match
mappable,recCvFwnzajzG71VI,Bahia Principe Fantasia Punta Cana,Dominican Republic,Punta Cana,Dominican Republic Regional,,Punta Cana / Bávaro / Cap Cana,High,name_keyword_punta_cana
unmapped,recD5ueSLWCjY8oim,Matiz Jaguariuna,Brazil,Jaguariuna,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,recD9ERZ9Z7yahyJW,Sonesta Hotel Valledupar,Colombia,Valledupar,Colombia Regional,,,No Match,no_corridor_match
unmapped,recDAnYWyNHdDQL3F,ibis Carlos Barbosa,Brazil,Carlos Barbosa,Brazil South Regional,,,No Match,no_corridor_match
unmapped,recDDdSTTCWgkSrDL,ibis budget Pindamonhangaba,Brazil,Pindamonhangaba,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,recDGWh9OYfUTE333,Vila Gale Touros,Brazil,Touros,Brazil Northeast Regional,,,No Match,no_corridor_match
mappable,recDLZ3OLUkxfkWHL,Breathless Punta Cana Resort & Spa,Dominican Republic,Punta Cana,Dominican Republic Regional,,Punta Cana / Bávaro / Cap Cana,High,name_keyword_punta_cana
mappable,recDMpjcp3do4dv5p,Paradisus Grand Cana- All Suites,Dominican Republic,Punta Cana,Dominican Republic Regional,,Punta Cana / Bávaro / Cap Cana,High,name_keyword_punta_cana
unmapped,recDOA5MxxSs1ZvOc,Courtyard Tuxpan Veracruz,Mexico,Tuxpan,Gulf Regional,,,No Match,no_corridor_match
unmapped,recDOXOX5D46wejIS,Fiesta Inn Pachuca Gran Patio,Mexico,Pachuca,Mexico Central South Regional,,,No Match,no_corridor_match
unmapped,recDQWef0mb8xqN6t,ibis budget Ribeirao Preto Vila do Golf,Brazil,Ribeirao Preto,São Paulo State Regional,,,No Match,no_corridor_match
mappable,recDRjeiZiGOqcxWt,Hyatt Place San Jose/Pinares,Costa Rica,San Jose,Costa Rica Regional,,San José Metro,High,exact_city_map
unmapped,recDZQdGbPE08JTuo,ibis budget Tambore,Brazil,Barueri,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,recDhpa7PELCDrkd2,Amaka Ocean Living Lodge,Costa Rica,Golfito,Costa Rica Regional,,,No Match,no_corridor_match
unmapped,recDpNQjsvCcJcfNE,ibis Styles Vitoria Da Conquista,Brazil,Vitoria da Conquista,Brazil Northeast Regional,,,No Match,no_corridor_match
unmapped,recDr3PMYwHOPq6D0,Hampton Inn by Hilton Piedras Negras,Mexico,Piedras Negras,Coahuila & Monterrey Regional,,,No Match,no_corridor_match
unmapped,recDrgQIklMsRIUlu,Decameron Las Heliconias,Colombia,Quimbaya,Colombia Regional,,,No Match,no_corridor_match
unmapped,recDtmvFLsYpb98VI,Ramada by Wyndham Furnaspark,Brazil,Formiga,Brazil Southeast Regional,,,No Match,no_corridor_match
unmapped,recDzEJ9mT55NvNyO,Banyan Tree Veya Valle de Guadalupe,Mexico,Valle de Guadelupe,Baja California Regional,,,No Match,no_corridor_match
unmapped,recE51zT2MPy2jvSH,Sonesta Hotel Osorno,Chile,Osorno,Los Lagos Regional,,,No Match,no_corridor_match
unmapped,recE5XxMSJPkZpOhx,Grand Mercure Belem,Brazil,Belem,Brazil North Regional,,,No Match,no_corridor_match
mappable,recEKb7EjX4018k1Q,TRS Turquesa Hotel,Dominican Republic,Punta Cana,Dominican Republic Regional,,Punta Cana / Bávaro / Cap Cana,High,name_keyword_punta_cana
unmapped,recEPjnDaYLlq8TAI,ibis budget Barbacena,Brazil,Barbacena,Brazil Southeast Regional,,,No Match,no_corridor_match
mappable,recEQkZEYGzMTeICx,Grand Palladium Punta Cana Resort & Spa,Dominican Republic,Punta Cana,Dominican Republic Regional,,Punta Cana / Bávaro / Cap Cana,High,name_keyword_punta_cana
mappable,recERTGHghwfg4Dt5,"Hilton La Romana, an All-Inclusive Family Resort",Dominican Republic,La Romana,Dominican Republic Regional,,La Romana / Bayahibe,High,name_keyword_la_romana
unmapped,recERyBEdXsCaIuHz,Ibis Sao Luis Hotel,Brazil,Sao Luis,Brazil Northeast Regional,,,No Match,no_corridor_match
mappable,recEmM5TdgFEuwdSz,Hilton Ponce Golf & Casino Resort,Puerto Rico,Ponce,Puerto Rico Regional,,South Coast Regional City,High,name_keyword_ponce
unmapped,recEmOeCmaeIgDhj8,ibis Styles Pocos de Caldas,Brazil,Pocos de Caldas,Brazil Southeast Regional,,,No Match,no_corridor_match
unmapped,recEqLwgZjpqRsTHz,Holiday Inn Bucaramanga Cacique,Colombia,Bucaramanga,Santander Regional,,,No Match,no_corridor_match
unmapped,recEu9VGnFOuKJigQ,City Express by Marriott Guaymas,Mexico,Guaymas,Mexico Northwest Regional,,,No Match,no_corridor_match
mappable,recF2uI0D2IEpJost,Hampton by Hilton Santiago de los Caballeros,Dominican Republic,Santiago De Los Caballeros,Dominican Republic Regional,,Santiago / Cibao,Medium,name_keyword_santiago
unmapped,recF3LpDMtFImh9JW,NH Antofagasta,Chile,Antofagasta,Chile Regional,,,No Match,no_corridor_match
unmapped,recF5pWj9YPZlGoZr,ibis Maceio Pajucara,Brazil,Maceio,Brazil Northeast Regional,,,No Match,no_corridor_match
unmapped,recF6cjgzZcnxvT09,Novotel Criciuma,Brazil,Criciuma,Brazil South Regional,,,No Match,no_corridor_match
mappable,recF8ta1ODLfdzg6H,Movich Pereira,Colombia,Pereira,Colombia Regional,,Coffee Region / Pereira,High,name_keyword_coffee_region
unmapped,recFDekzGmnvUDsHR,Casa Andina Select Moquegua,Peru,Moquegua,Peru Regional,,,No Match,no_corridor_match
unmapped,recFIuTLzSnOzDxaa,Jatiuca Suites Resort by Slaviero Hoteis,Brazil,Maceio,Brazil Northeast Regional,,,No Match,no_corridor_match
unmapped,recFODBnRGXiPIhWN,Quality Suites Joao Pessoa,Brazil,Joao Pessoa,Brazil Northeast Regional,,,No Match,no_corridor_match
mappable,recFSpyWo0vqPTe3T,Hotel Paracas a Luxury Collection Resort Paracas,Peru,Paracas,Peru Regional,,Paracas,Medium,exact_city_submarket_label
unmapped,recFUGM2H0DaSrYqa,Mercure Belo Horizonte Vila Da Serra,Brazil,Belo Horizonte,Brazil Southeast Regional,,,No Match,no_corridor_match
unmapped,recFUn7Tmkv6pVIrl,Rio Hotel by Bourbon Maringa,Brazil,Maringa,Brazil South Regional,,,No Match,no_corridor_match
unmapped,recFgBPVSOS9bmudk,Pullman Sao Paulo Guarulhos Airport,Brazil,Guarulhos,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,recFhG9kOEsn9pliP,Deville Business Maringa,Brazil,Maringa,Brazil South Regional,,,No Match,no_corridor_match
unmapped,recFkGJODwTXovRsN,Holiday Inn Cucuta,Colombia,Cucuta,Santander Regional,,,No Match,no_corridor_match
unmapped,recFpYdzBnIYSPys1,Holiday Inn Express Concepcion,Chile,Concepcion,Chile Regional,,,No Match,no_corridor_match
unmapped,recFqFR367D5DJGNd,ESTELAR Yopal Hotel,Colombia,Yopal,Llanos Regional,,,No Match,no_corridor_match
mappable,recFsXj5d1l3VwxTz,Donoma Las Terrenas Beach Hotel & Spa Autograph Collection,Dominican Republic,Las Terrenas,Dominican Republic Regional,,Samaná / Las Terrenas,High,name_keyword_samana
mappable,recFuYlYXH72R1UQm,Bahia Principe Escape Samana,Dominican Republic,Samana,Dominican Republic Regional,,Samaná / Las Terrenas,High,name_keyword_samana
unmapped,recFxrL4JgWOtf3d8,Go Inn Sao Mateus,Brazil,Sao Mateus,Brazil Southeast Regional,,,No Match,no_corridor_match
unmapped,recG293Jk3Egqk6Z2,Go Inn Aracaju,Brazil,Aracaju,Brazil Northeast Regional,,,No Match,no_corridor_match
unmapped,recG41iRUGu0CGqtt,ibis Vitoria Aeroporto,Brazil,Serra,Brazil Southeast Regional,,,No Match,no_corridor_match
unmapped,recG6XnX0CJjlZzlq,Pacuare Lodge,Costa Rica,Turrialba,Costa Rica Regional,,,No Match,no_corridor_match
unmapped,recG75vaOGyIxXGJD,ibis Styles Maracanau,Brazil,Maracanau,Brazil Northeast Regional,,,No Match,no_corridor_match
unmapped,recG8GnPUSwztphi8,Hotel La Amistad Chitre,Panama,Chitre,Panama Regional,,,No Match,no_corridor_match
unmapped,recGH8T0mweHblaRV,ibis Styles Campina Grande,Brazil,Campina Grande,Brazil Northeast Regional,,,No Match,no_corridor_match
unmapped,recGKOXP6xXjUCzi4,El Sitio Playa Venao,Panama,Azuero,Panama Regional,,,No Match,no_corridor_match
unmapped,recGMh7kPOAs3L7dA,Ibis Blumenau,Brazil,Blumenau,Brazil South Regional,,,No Match,no_corridor_match
unmapped,recGO6wnkjwwu0Lzf,ibis Itu Hotel,Brazil,Itu,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,recGRbeNh9PnW7TCo,Howard Johnson by Wyndham Montanita,Ecuador,Montanita,Ecuador Regional,,,No Match,no_corridor_match
mappable,recGkIXQKayUUDFPo,Hyatt Regency Grand Reserve Puerto Rico,Puerto Rico,Rio Grande,Puerto Rico Regional,,East Coast / Island Access,High,pr_city_inference_map
mappable,recGndFiH4sgPfUYy,Casa Andina Select Arequipa Plaza,Peru,Arequipa,Peru Regional,,Arequipa,Medium,exact_city_submarket_label
unmapped,recGr7kvLyJWEMxvK,"The Ocean Club, A Four Seasons Resort, Bahamas",Bahamas,Paradise,Bahamas Regional,,,No Match,no_corridor_match
unmapped,recGrBLi6XAVdRCeN,Sanctuary Lodge a Belmond Hotel Machu Picchu,Peru,Machu Picchu,Peru Regional,,,No Match,no_corridor_match
unmapped,recGtysIyRdYygHJC,City Express by Marriott Caborca,Mexico,Caborca,Mexico Northwest Regional,,,No Match,no_corridor_match
unmapped,recGzn8v14jDki8Zd,Cyan Resort by Atlantica,Brazil,Itupeva,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,recH02ZH3XVnXSOnv,Slaviero Ponta Grossa,Brazil,Ponta Grossa,Brazil South Regional,,,No Match,no_corridor_match
unmapped,recH1NfrqBsoCLJub,GHL Hotel Lago Titicaca,Peru,Puno,Peru Regional,,,No Match,no_corridor_match
unmapped,recH1xSfqYTZBboLo,Best Western Taxco,Mexico,Taxco,Pacific Central Regional,,,No Match,no_corridor_match
unmapped,recH3vcaeWNQ0MwEY,City Express by Marriott Tehuacan,Mexico,Tehuacan,Mexico Central South Regional,,,No Match,no_corridor_match
unmapped,recHBVkkXlwezvxqe,The Reef at Atlantis,Bahamas,Paradise,Bahamas Regional,,,No Match,no_corridor_match
unmapped,recHEgdtAmdjP7BAv,Sonesta Hotel Bucaramanga,Colombia,Bucaramanga,Santander Regional,,,No Match,no_corridor_match
mappable,recHMp3L6t1OUu7Wo,Amanera,Dominican Republic,Santo Domingo,Dominican Republic Regional,,Santo Domingo Metro,High,exact_city_map
unmapped,recHV0P8iIgPUymB3,Go Inn Contagem - MG,Brazil,Contagem,Brazil Southeast Regional,,,No Match,no_corridor_match
unmapped,recHe1P8BetpQx9Ps,Fiesta Inn Chetumal,Mexico,Chetumal,Mexican Caribbean Regional,,,No Match,no_corridor_match
unmapped,recHiC644M3afqrNz,Gran Evenia Bijao,Panama,Anton,Panama Regional,,,No Match,no_corridor_match
mappable,recHvKjp7GedkOPQr,Club Med Punta Cana,Dominican Republic,Punta Cana,Dominican Republic Regional,,Punta Cana / Bávaro / Cap Cana,High,name_keyword_punta_cana
unmapped,recHxTJAPhYM1ALpT,GHL Style Neiva,Colombia,Neiva,Colombia Regional,,,No Match,no_corridor_match
unmapped,recHz47VU5v4iMj1x,Hotel Cubita,Panama,Chitre,Panama Regional,,,No Match,no_corridor_match
unmapped,recI2hz6uXBjErXc9,ibis Canoas Shopping,Brazil,Canoas,Brazil South Regional,,,No Match,no_corridor_match
mappable,recI3Sz3vRaotVz63,Secrets The Tides Resort & Spa Punta Cana,Dominican Republic,Uvero Alto,Dominican Republic Regional,,Punta Cana / Bávaro / Cap Cana,High,name_keyword_punta_cana
unmapped,recIB81qqJN1HlTU7,OYO Hotel Y Restaurante Mitla Oaxaca,Mexico,San Pablo Villa De Mitla,Oaxaca/Chiapas Regional,,,No Match,no_corridor_match
unmapped,recIBjtQxYgsIdPtF,Casa Andina Standard Piura,Peru,Piura,Peru Regional,,,No Match,no_corridor_match
unmapped,recID5Ri70SupFapY,Sheraton Hotel Colonia Golf & Spa Resort,Uruguay,Colonia Del Sacramento,Uruguay Regional,,,No Match,no_corridor_match
unmapped,recIDOC1TbegcxwCX,Ibis Tambore,Brazil,Barueri,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,recILLRYUMw3laqN4,Posada De Mike Rapu,Chile,Easter Island,Chile Regional,,,No Match,no_corridor_match
unmapped,recIPmFZG5953Q4sS,Transamerica FIT Sorriso,Brazil,Sorriso,Brazil Central & West Regional,,,No Match,no_corridor_match
unmapped,recITRXHN3SclvASw,ibis Styles Balneario Camboriu,Brazil,Balneario Camboriu,Brazil South Regional,,,No Match,no_corridor_match
unmapped,recIWF9rEH4JKO7pp,Wyndham Garden Ushuaia Hotel del Glaciar,Argentina,Ushuaia,Patagonia Regional,,,No Match,no_corridor_match
unmapped,recIWwhzGdIQCSVew,Wyndham Costa del Sol Tumbes,Peru,Tumbes,Peru Regional,,,No Match,no_corridor_match
unmapped,recIeiynXFgmPyLQt,ibis budget Divinopolis,Brazil,Divinopolis,Brazil Southeast Regional,,,No Match,no_corridor_match
unmapped,recIkCWtNd1CHHym0,Comfort Inn Cordoba,Mexico,Cordoba,Gulf Regional,,,No Match,no_corridor_match
unmapped,recImHTTGP2Ho0tN0,ibis Americana,Brazil,Americana,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,recInxyXFObfxFmA2,Hampton by Hilton Inn & Suites Salamanca Bajio,Mexico,Salamanca,Mexico Central/Bajio Regional,,,No Match,no_corridor_match
unmapped,recIr5fBebtdnHz0h,ibis Styles Taubate,Brazil,Taubate,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,recIuvAEBxEeh1haG,Hampton by Hilton Guarulhos Aeroporto,Brazil,Guarulhos,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,recJ0UMqpOFeoWA9D,GHL Grand Hotel Villavicencio,Colombia,Villavicencio,Llanos Regional,,,No Match,no_corridor_match
unmapped,recJ2gg1GdTZoFoRF,City Express by Marriott Tepic,Mexico,Tepic,Pacific Central Regional,,,No Match,no_corridor_match
unmapped,recJ34i1Yz8i90Ut9,City Express by Marriott Tampico Altamira,Mexico,Altamira,Tamaulipas Regional,,,No Match,no_corridor_match
unmapped,recJ6tBHAyQZlJZgf,Sonesta Hotel Loja,Ecuador,Loja,Ecuador Regional,,,No Match,no_corridor_match
unmapped,recJASEd6djSLWZa0,Hotel Boutique & Spa Ponta de Inhambupe by Slaviero Hoteis,Brazil,Palame,Brazil Northeast Regional,,,No Match,no_corridor_match
mappable,recJEASkGroZpOKQW,Sanctuary Cap Cana a Luxury Collection Resort Dominican Republic Adult All-Inclusive,Dominican Republic,Punta Cana,Dominican Republic Regional,,Punta Cana / Bávaro / Cap Cana,High,name_keyword_punta_cana
unmapped,recJHMJ5eeqBvGzBt,Comfort Hotel Franca,Brazil,Franca,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,recJRgoxco3WB6OpL,City Express by Marriott Salamanca,Mexico,Salamanca,Mexico Central/Bajio Regional,,,No Match,no_corridor_match
unmapped,recJSZgZxqyVBeCL9,Boca de Agua,Mexico,El Jordán,Mexican Caribbean Regional,,,No Match,no_corridor_match
unmapped,recJYJJnxLEcr1Cqc,Novotel Lencois Paulista,Brazil,Lencois Paulista,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,recJZ0czyGU0qDigq,City Express by Marriott Minatitlan,Mexico,Minatitlan,Gulf Regional,,,No Match,no_corridor_match
unmapped,recJbfffLz67pkck2,Mercure Guarulhos Aeroporto,Brazil,Guarulhos,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,recJgE6dAKn74Tbuw,Hotel Pacific Pearl,Panama,Pedasi,Panama Regional,,,No Match,no_corridor_match
unmapped,recJp3F9PT27EKdqC,ibis Tubarao,Brazil,Tubarão,Brazil South Regional,,,No Match,no_corridor_match
unmapped,recJrtBtBMqaECXdL,Hilton Garden Inn Sao Jose do Rio Preto,Brazil,São José do Rio Preto,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,recJsnmRTSd51xKyO,Hotel Orizzonte Niteroi by Atlantica,Brazil,Niteroi,Rio de Janeiro State Regional,,,No Match,no_corridor_match
unmapped,recJsxSIDuZdbg7M5,Six Senses Santa Rosa,Mexico,Santa Rosa,Yucatan/Campeche Regional,,,No Match,no_corridor_match
unmapped,recJvNTVttKYpHauq,Hotel Casa Amarilla,Panama,Chame,Panama Regional,,,No Match,no_corridor_match
unmapped,recJzaLqOpvprEmu9,ibis Caucaia Porto do Pecem,Brazil,Caucaia,Brazil Northeast Regional,,,No Match,no_corridor_match
unmapped,recK3FyzyFICFmpIx,ibis Mossoro,Brazil,Mossoro,Brazil Northeast Regional,,,No Match,no_corridor_match
mappable,recK5CKuI0ocL9BOe,Si Como No Resort & Wildlife Refuge,Costa Rica,Quepos,Costa Rica Regional,,Manuel Antonio / Central Pacific,High,name_keyword_manuel_antonio
mappable,recK7yxoxApJCdUX6,GHL Relax Hotel Sunrise,Colombia,San Andres,Colombia Regional,,San Andrés,High,name_keyword_san_andres
unmapped,recKFyRlrDWbJa3jp,one Monclova,Mexico,Monclova,Coahuila & Monterrey Regional,,,No Match,no_corridor_match
unmapped,recKQmieHNerz4R6G,Ibis Antofagasta,Chile,Antofagasta,Chile Regional,,,No Match,no_corridor_match
unmapped,recKWCOBhjzPjVIXa,ibis Styles Belem Hangar,Brazil,Belem,Brazil North Regional,,,No Match,no_corridor_match
unmapped,recKYRhN043MQRckv,City Express by Marriott Apizaco,Mexico,Apizaco,Mexico Central South Regional,,,No Match,no_corridor_match
unmapped,recKZdRytZkjmRaWN,Mercure Sao Bernardo Do Campo,Brazil,Sao Bernardo do Campo,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,recKbpwa8gq8rYjTE,ibis Bacabal,Brazil,Bacabal,Brazil Northeast Regional,,,No Match,no_corridor_match
unmapped,recKgGAo2OejLT8YZ,The Coral at Atlantis,Bahamas,Casino Drive,Bahamas Regional,,,No Match,no_corridor_match
mappable,recKly8e46ovKaAEl,TRYP by Wyndham Mayaguez,Puerto Rico,Mayaguez,Puerto Rico Regional,,West Coast / University & Surf,High,name_keyword_west_coast
unmapped,recKm89LuIYEdUmq5,ibis budget Sertaozinho,Brazil,Sertaozinho,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,recKwV43Vy0dZzNrH,ibis budget Campo Grande,Brazil,Campo Grande,Brazil Central & West Regional,,,No Match,no_corridor_match
unmapped,recKyNT7zDD11SHo0,Wyndham Garden Ribeirao Preto Convention,Brazil,Ribeirao Preto,São Paulo State Regional,,,No Match,no_corridor_match
mappable,recKzHn6I71YfCa36,Fairfield by Marriott San Jose Airport Alajuela,Costa Rica,Alajuela,Costa Rica Regional,,San José Metro,High,exact_city_map
unmapped,recL5pyMqvcmkpOyp,OYO Residencial Itacuruca Apart Hotel,Brazil,Mangaratiba,Rio de Janeiro State Regional,,,No Match,no_corridor_match
unmapped,recL90IDOufZhLLFX,Blue Tree Towers Joinville,Brazil,Joinville,Brazil South Regional,,,No Match,no_corridor_match
unmapped,recL9hcqRwtU6tpqb,Hotel Galeria,Panama,Santiago,Panama Regional,,,No Match,no_corridor_match
unmapped,recL9tNZlMPti8mfR,Ibis Budget Muriae,Brazil,Muriae,Brazil Southeast Regional,,,No Match,no_corridor_match
mappable,recLFYf5RYYI0Gigi,Dorado Beach a Ritz-Carlton Reserve,Puerto Rico,Dorado,Puerto Rico Regional,,North Coast Resort Corridor,Medium,name_keyword_north_coast
mappable,recLGSEdfm7GXNRYL,Casa Andina Standard Arequipa,Peru,Arequipa,Peru Regional,,Arequipa,Medium,exact_city_submarket_label
unmapped,recLLYXJvXFj8Ao6Y,Wyndham Guayaquil Puerto Santa Ana,Ecuador,Guayaquil,Ecuador Regional,,,No Match,no_corridor_match
unmapped,recLSDAe7CLg4Y3vS,ibis Puerto Montt,Chile,Puerto Montt,Los Lagos Regional,,,No Match,no_corridor_match
unmapped,recLSNAKzJdOjNEjy,OYO Hotel Cosmopolis Sao Paulo,Brazil,Cosmopolis,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,recLTOf9bxws7N6zU,City Express by Marriott Rosarito,Mexico,Ensenada,Baja California Regional,,,No Match,no_corridor_match
unmapped,recLX8m7rgYH1qeES,Hampton Inn & Suites by Hilton Paraiso,Mexico,Paraiso,Gulf Regional,,,No Match,no_corridor_match
unmapped,recLXVjkgcrw6l79m,Slaviero Blumenau,Brazil,Blumenau,Brazil South Regional,,,No Match,no_corridor_match
unmapped,recLYRUiZoSkWLUjh,ibis Serra Talhada,Brazil,Serra Talhada,Brazil Northeast Regional,,,No Match,no_corridor_match
unmapped,recLawv86r2tvdYZP,OYO Hotel Emperadores Inn Atlixco,Mexico,Atlixco,Mexico Central South Regional,,,No Match,no_corridor_match
unmapped,recLcXoPx1vRBpIWW,ibis budget Patos de Minas,Brazil,Patos de Minas,Brazil Southeast Regional,,,No Match,no_corridor_match
unmapped,recLeP1XQb1YUiWzq,Dazzler by Wyndham Colonia,Uruguay,Colonia Del Sacramento,Uruguay Regional,,,No Match,no_corridor_match
unmapped,recLfJf5Y3l37uaMD,Comfort Hotel Guarulhos Airport,Brazil,Guarulhos,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,recLloDd2g8lCEj9n,Days Inn By Wyndham Cascavel,Brazil,Cascavel,Brazil South Regional,,,No Match,no_corridor_match
mappable,recLmSGLYjIw4kgPh,The Westin Puntacana Resort & Club,Dominican Republic,Punta Cana,Dominican Republic Regional,,Punta Cana / Bávaro / Cap Cana,High,name_keyword_punta_cana
unmapped,recLt0FudY1Wpot9d,NH Iquique Costa,Chile,Iquique,Chile Regional,,,No Match,no_corridor_match
unmapped,recLuxHAWIL3zWNlb,ibis Aruja,Brazil,Aruja,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,recLvffeGl3po2wta,Brut by Slaviero Hotels,Brazil,Balneario Camboriu,Brazil South Regional,,,No Match,no_corridor_match
unmapped,recM8fEfyzWUPWf0u,Estelar Recinto Del Pensamiento Hotel & Centro De Convenciones,Colombia,Manizales,Colombia Regional,,,No Match,no_corridor_match
unmapped,recMDTYqvTNf8W78p,Casa Andina Select Zorritos Tumbes,Peru,Tumbes,Peru Regional,,,No Match,no_corridor_match
mappable,recMJbc9lcmGymfTR,GHL Style Hotel Bogota Occidente,Colombia,Bogota,Colombia Regional,,Bogotá,High,name_keyword_bogota
unmapped,recMLVuTPjchffQG3,Iberostar Selection Parque Central,Cuba,Havana,Cuba Regional,,,No Match,country_not_in_corridor_registry
unmapped,recMXrPmkfSGSeJ9C,Casa Andina Select Chiclayo,Peru,Chiclayo,Peru Regional,,,No Match,no_corridor_match
unmapped,recMZ7GQlLAXcdvfC,ibis budget Navegantes Itajai,Brazil,Itajai,Brazil South Regional,,,No Match,no_corridor_match
