status,censusRecordId,censusName,directoryName,directoryBrandPropertyCode,matchConfidence,matchScore,matchReason,fieldsToApply,sourceUrl
unmatched_directory,,,"Reykjavik Konsulat Hotel, Curio Collection by Hilton",REKCUQQ,none,48,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/iceland/curio-collection/
no_changes,recrikOk2m2grKJv9,Royal Palm Galapagos Curio Collection by Hilton,"Royal Palm Galapagos, Curio Collection Hotel by Hilton",GPSRPQQ,high,98,ctyhocn in census Website URL,,https://www.hilton.com/en/hotels/gpsrpqq-royal-palm-galapagos/
unmatched_directory,,,"Royal Rose Hotel Abu Dhabi, Curio Collection by Hilton",AUHRRQQ,none,48,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/uae/curio-collection/
unmatched_directory,,,"Sable at Navy Pier Chicago, Curio Collection by Hilton",CHIPIQQ,none,42,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/usa/curio-collection/
unmatched_directory,,,"SAii Lagoon Maldives, Curio Collection by Hilton",MLEGSQQ,none,48,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/maldives/curio-collection/
no_changes,recYMJkXlhXlgKzuS,Salvio Parque 93 Bogota Curio Collection by Hilton,"Salvio Parque 93 Bogota, Curio Collection by Hilton",BOGSPQQ,high,98,ctyhocn in census Website URL,,https://www.hilton.com/en/hotels/bogspqq-salvio-parque-93-bogota/
unmatched_directory,,,"Sea Breeze Santorini Beach Resort, Curio Collection by Hilton",JTRSBQQ,none,43,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/greece/curio-collection/
unmatched_directory,,,"Secan Hotel Qingdao, Curio Collection by Hilton",TAOQQQQ,none,54,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/china/curio-collection/
unmatched_directory,,,"Semeli Coast Mykonos, Curio Collection by Hilton",JMKMBQQ,none,48,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/greece/curio-collection/
unmatched_directory,,,"Shu Hua Hotel Tianmu Mountain, Curio Collection by Hilton",HGHTMQQ,none,48,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/china/curio-collection/
unmatched_directory,,,"Skald Akureyri, Curio Collection by Hilton",AEYYAQQ,none,51,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/iceland/curio-collection/
unmatched_directory,,,Slohh by Roach Bengaluru Curio Collection by Hilton,BLRVMQQ,none,48,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/india/curio-collection/
no_changes,recyq7cHeUFqDjPLs,SORO Montevideo Curio Collection by Hilton,"SORO Montevideo, Curio Collection by Hilton",MVDSOQQ,high,98,ctyhocn in census Website URL,,https://www.hilton.com/en/hotels/mvdsoqq-soro-montevideo/
unmatched_directory,,,"St. Louis Union Station Hotel, Curio Collection by Hilton",STLCUQQ,none,42,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/usa/curio-collection/
unmatched_directory,,,"Sulia House Porto Rotondo, Curio Collection by Hilton",OLBPRQQ,none,44,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/italy/curio-collection/
no_changes,recEewQZ45Wk5R2B2,"Suryaa Hotel Pinhais, Curio Collection by Hilton","Suryaa Hotel Pinhais, Curio Collection by Hilton",CWBSPQQ,high,98,ctyhocn in census Website URL,,https://www.hilton.com/en/hotels/cwbspqq-suryaa-hotel-pinhais/
unmatched_directory,,,"The Art Hotel Denver, Curio Collection by Hilton",DENRTQQ,none,51,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/usa/curio-collection/
unmatched_directory,,,"The Basilian Minsk, Curio Collection by Hilton",MSQCUQQ,none,48,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/belarus/curio-collection/
unmatched_directory,,,"The Bo Vue Hotel Bodrum, Curio Collection by Hilton",BJVQQQQ,none,48,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/turkiye/curio-collection/
unmatched_directory,,,"The BoTree London, Curio Collection by Hilton",LONBTQQ,none,48,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/united-kingdom/curio-collection/
unmatched_directory,,,"The Caledonian Edinburgh, Curio Collection by Hilton",EDNCHQQ,none,48,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/united-kingdom/curio-collection/
unmatched_directory,,,"The Central Station Memphis, Curio Collection by Hilton",MEMCUQQ,none,44,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/usa/curio-collection/
unmatched_directory,,,"The Derby London City, Curio Collection by Hilton",LONERQQ,none,44,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/united-kingdom/curio-collection/
unmatched_directory,,,"The Emerald House Lisbon, Curio Collection by Hilton",LISEMQQ,none,44,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/portugal/curio-collection/
unmatched_directory,,,"The Fellows House Cambridge, Curio Collection by Hilton",STNCAQQ,none,44,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/united-kingdom/curio-collection/
no_changes,recakpiy3h4GVib7S,The Fives Downtown Hotel & Residences Curio Collection by Hilton,"The Fives Downtown Hotel & Residences, Curio Collection by Hilton",CUNCUQQ,high,98,ctyhocn in census Website URL,,https://www.hilton.com/en/hotels/cuncuqq-the-fives-downtown-hotel-and-residences/
unmatched_directory,,,"The Gantry London, Curio Collection by Hilton",LONGAQQ,none,48,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/united-kingdom/curio-collection/
unmatched_directory,,,"The Highland Dallas, Curio Collection by Hilton",DALCUQQ,none,48,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/usa/curio-collection/
unmatched_directory,,,"The Hotel Galleria Jeddah, Curio Collection by Hilton",JEDGAQQ,none,51,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/saudi-arabia/curio-collection/
unmatched_directory,,,"The Marquette Hotel, Curio Collection by Hilton",MSPCUQQ,none,48,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/usa/curio-collection/
unmatched_directory,,,"The Monarch San Antonio, Curio Collection by Hilton",SATMKQQ,none,45,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/usa/curio-collection/
